,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1545,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Flat Iron,51.515134,-0.129545,Steakhouse
1546,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Pret A Manger,51.516872129470194,-0.1272478556819151,Sandwich Place
1547,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Pierre Hermé,51.51342096458941,-0.12708326101018244,Bakery
1548,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Caffè Nero,51.51572975326574,-0.12810954910910746,Coffee Shop
1549,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Cambridge Theatre,51.513678,-0.126704,Theater
1550,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,The Rosetta Stone,51.51930249302989,-0.12741642202692655,Exhibit
1551,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Coco de Mer,51.51447120732466,-0.12682983615738164,Adult Boutique
1552,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Ship Tavern,51.51720427096293,-0.11917845474716426,Pub
1553,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Masala Zone,51.51325264866744,-0.1229220815626003,Indian Restaurant
1554,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Market Square,51.515837079596736,-0.12759870865037876,Food Court
1555,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,St John Bakery,51.514141,-0.12657,Bakery
1556,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Monmouth Kitchen,51.51414598849144,-0.1269972661434981,Peruvian Restaurant
1557,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Paul Smith,51.5127460997744,-0.12392436938608406,Clothing Store
1558,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Chang's Noodles,51.51712696901366,-0.12551432819648917,Chinese Restaurant
1559,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Shake Shack Tottenham Court Road,51.51676370061302,-0.1279567346884598,Burger Joint
1560,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Fabrique,51.513614456342495,-0.1284961359927072,Bakery
1561,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Royal Ballet School,51.51291905009796,-0.12219665603755511,Dance Studio
1562,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Ecco,51.51596448990867,-0.1240064251917947,Pizza Place
1563,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Fopp,51.51363332023831,-0.1283517941324135,Record Shop
1564,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,CoCo Fresh Tea & Juice,51.518780384773834,-0.12472065020472459,Bubble Tea Shop
1565,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Dalloway Terrace,51.51710345919555,-0.12921590453073384,English Restaurant
1566,"Holborn and Covent Garden, Camden",51.5164498,-0.1242701,Boki,51.51366828403732,-0.1276229866441262,Wine Bar
1567,"Kentish Town, Camden",51.5500658,-0.1425625,Bean About Town,51.55065812681827,-0.14063807313203172,Food Truck
1568,"Kentish Town, Camden",51.5500658,-0.1425625,Queen of Sheba,51.552153637497774,-0.14107521017058364,Ethiopian Restaurant
1569,"Kentish Town, Camden",51.5500658,-0.1425625,Franco Manca,51.5504699084619,-0.14076612616591908,Pizza Place
1570,"Kentish Town, Camden",51.5500658,-0.1425625,Saint espresso & kitchen,51.55103831843475,-0.14061394736481947,Coffee Shop
1571,"Kentish Town, Camden",51.5500658,-0.1425625,Hummy Yummy,51.548135659039175,-0.14124648473561105,Juice Bar
1572,"Kentish Town, Camden",51.5500658,-0.1425625,E Mono,51.54902157105311,-0.14103741480700108,Middle Eastern Restaurant
1573,"Kentish Town, Camden",51.5500658,-0.1425625,Beef & Brew,51.55008603079999,-0.1407780767090982,Steakhouse
1574,"Kentish Town, Camden",51.5500658,-0.1425625,Phoenicia Mediterranean Food Hall,51.547582274900094,-0.14141618597908623,Grocery Store
1575,"Kentish Town, Camden",51.5500658,-0.1425625,Patron Cave à Manger,51.552587506749056,-0.14113227046502513,French Restaurant
1576,"Kentish Town, Camden",51.5500658,-0.1425625,Bull And Gate,51.5518506136089,-0.14137415508575615,Bar
1577,"Kentish Town, Camden",51.5500658,-0.1425625,Ladies and Gentlemen,51.55187379212839,-0.14118509936159007,Cocktail Bar
1578,"Kentish Town, Camden",51.5500658,-0.1425625,Clapton Craft NW5,51.551788144351875,-0.1410325664293079,Beer Store
1579,"Kentish Town, Camden",51.5500658,-0.1425625,Wahaca,51.55038586011878,-0.14067074022912363,Mexican Restaurant
1580,"Kentish Town, Camden",51.5500658,-0.1425625,Earth Natural Foods,51.54805181016716,-0.14115276097564242,Food & Drink Shop
1581,"Kentish Town, Camden",51.5500658,-0.1425625,Carrots + Daikon,51.5521089507927,-0.14160464255353108,Vietnamese Restaurant
1582,"Kentish Town, Camden",51.5500658,-0.1425625,The Lion and Unicorn,51.548010629784905,-0.13886146895323176,Beer Garden
1583,"Kentish Town, Camden",51.5500658,-0.1425625,The Pineapple,51.552963497078046,-0.13954805106500917,Pub
1584,"Kentish Town, Camden",51.5500658,-0.1425625,Owl Bookshop,51.54716622419697,-0.1416041570351045,Bookstore
1585,"Kentish Town, Camden",51.5500658,-0.1425625,The Assembly House,51.55089064376868,-0.1402782093935574,Pub
1586,"Kentish Town, Camden",51.5500658,-0.1425625,The Grafton,51.546758722093855,-0.14451071619987488,Pub
1587,"Kentish Town, Camden",51.5500658,-0.1425625,Camden Town Brewery,51.54683072779654,-0.1468809955929848,Brewery
1588,"Kentish Town, Camden",51.5500658,-0.1425625,Gail’s Bakery,51.54808,-0.141073,Bakery
1589,"Kentish Town, Camden",51.5500658,-0.1425625,O2 Forum,51.55220268064735,-0.14211557127511285,Music Venue
1590,"Kentish Town, Camden",51.5500658,-0.1425625,Caps and Taps,51.54597779031636,-0.1416963838535368,Beer Store
1591,"Kentish Town, Camden",51.5500658,-0.1425625,Map Café,51.54771393233876,-0.14506794808372286,Café
1592,"Kentish Town, Camden",51.5500658,-0.1425625,Baan Thai,51.55246125451813,-0.14106001972669235,Thai Restaurant
1593,"Kentish Town, Camden",51.5500658,-0.1425625,Mario’s Cafe,51.545658622828945,-0.142036637571307,Café
1594,"Kentish Town, Camden",51.5500658,-0.1425625,Chicken Shop,51.55427386005141,-0.1444141892001771,Wings Joint
1595,"Kentish Town, Camden",51.5500658,-0.1425625,Doppio,51.54621806341175,-0.14189631906671035,Coffee Shop
1596,"Kentish Town, Camden",51.5500658,-0.1425625,The Fields Beneath,51.54645507617196,-0.14669645210505802,Coffee Shop
1597,"Kentish Town, Camden",51.5500658,-0.1425625,Pizza East,51.55436632946355,-0.1445538434638808,Pizza Place
1598,"Kentish Town, Camden",51.5500658,-0.1425625,Better Kentish Town Sports Centre,51.5469456325033,-0.14442992481661668,Gym Pool
1599,"Kentish Town, Camden",51.5500658,-0.1425625,PureGym London Highgate,51.55405177168055,-0.14498401056464016,Gym / Fitness Center
1600,"Kentish Town, Camden",51.5500658,-0.1425625,Lidl,51.547511575939616,-0.14151791559231236,Supermarket
1601,"Kentish Town, Camden",51.5500658,-0.1425625,Café Renoir,51.54928352555198,-0.14099271300964422,French Restaurant
1602,"Kentish Town, Camden",51.5500658,-0.1425625,delicious,51.551614375043144,-0.14108602313991317,Italian Restaurant
1603,"Kentish Town, Camden",51.5500658,-0.1425625,Knowhere Special,51.5510416705918,-0.14060668603224752,Cocktail Bar
1604,"Kentish Town, Camden",51.5500658,-0.1425625,drinkers paradise,51.54665402687407,-0.14400388678630835,Liquor Store
1605,"Kentish Town, Camden",51.5500658,-0.1425625,The Abbey Tavern,51.54575149611991,-0.1416065765707394,Pub
1606,"Kentish Town, Camden",51.5500658,-0.1425625,Pret A Manger,51.550531344622556,-0.14075695815887745,Sandwich Place
1607,"Kentish Town, Camden",51.5500658,-0.1425625,Spring Studios,51.55004249508467,-0.14801428358325883,Art Gallery
1608,"Kentish Town, Camden",51.5500658,-0.1425625,The Boma Garden Centre,51.547939755078986,-0.1381287992511912,Miscellaneous Shop
1609,"Kentish Town, Camden",51.5500658,-0.1425625,Neighbour,51.55115048782897,-0.14060986251011692,Restaurant
1610,"Kentish Town, Camden",51.5500658,-0.1425625,Natural,51.54661158535784,-0.14476876075276104,Health Food Store
1611,"Kentish Town, Camden",51.5500658,-0.1425625,Lunar Cycles,51.54780287857379,-0.146942138671875,Bike Shop
1612,"Kentish Town, Camden",51.5500658,-0.1425625,Subway,51.54857826526566,-0.14108818249602154,Sandwich Place
1613,"Kentish Town, Camden",51.5500658,-0.1425625,énergie Fitness,51.553422621529315,-0.14335260770054634,Gym / Fitness Center
1614,"Kentish Town, Camden",51.5500658,-0.1425625,Laksa Kitchen,51.550284,-0.140757,Malay Restaurant
1615,"Kentish Town, Camden",51.5500658,-0.1425625,Caffè Nero,51.55041407060704,-0.14080899754774848,Coffee Shop
1616,"Kentish Town, Camden",51.5500658,-0.1425625,Nando's,51.54773900809412,-0.14163995224509776,Portuguese Restaurant
1617,"Kentish Town, Camden",51.5500658,-0.1425625,Greggs,51.549735748841755,-0.1408340809804876,Bakery
1618,"Kentish Town, Camden",51.5500658,-0.1425625,Co-op Food,51.549724330749775,-0.14091253280639648,Grocery Store
1619,"Kentish Town, Camden",51.5500658,-0.1425625,Bengal Lancer,51.54842681106029,-0.1411455096801126,Indian Restaurant
1620,"Kentish Town, Camden",51.5500658,-0.1425625,Boots,51.54778621860335,-0.14141724986691287,Pharmacy
1621,"Kentish Town, Camden",51.5500658,-0.1425625,Iceland,51.54936367705352,-0.14096538809400153,Grocery Store
1622,"Kentish Town, Camden",51.5500658,-0.1425625,The Oxford,51.549681245837654,-0.1405855809575841,Gastropub
1623,"Kentish Town, Camden",51.5500658,-0.1425625,Sainsbury's Local,51.550269940764295,-0.14077411031865047,Grocery Store
1624,"Kentish Town, Camden",51.5500658,-0.1425625,Pedro's Cafe,51.54584160110987,-0.14168677860748125,Café
1625,"Kentish Town, Camden",51.5500658,-0.1425625,Tesco,51.546994154320174,-0.1416579647911389,Grocery Store
1626,"Kentish Town, Camden",51.5500658,-0.1425625,Kami,51.551960150520365,-0.14108797767835096,Japanese Restaurant
1627,"Kentish Town, Camden",51.5500658,-0.1425625,Meadows Mediterranean restaurant,51.547981,-0.1414,Turkish Restaurant
1628,"Kentish Town, Camden",51.5500658,-0.1425625,Costa Coffee,51.54956056054034,-0.14085732252773334,Coffee Shop
1629,"Kentish Town, Camden",51.5500658,-0.1425625,Gulshaan,51.55055571644502,-0.14072245096198369,Indian Restaurant
1630,"Kentish Town, Camden",51.5500658,-0.1425625,Kentish Town Post Office Bus Stop KE,51.54851,-0.14098,Bus Stop
1631,"Kentish Town, Camden",51.5500658,-0.1425625,Mem's Cafe,51.55171047623968,-0.14110896851950722,Café
1632,"Kentish Town, Camden",51.5500658,-0.1425625,town cafe,51.54610368423164,-0.14154796182620588,Café
1633,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,The North London Tavern,51.5457168834376,-0.20254621598890424,Pub
1634,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,GDK German Doner Kebab,51.544297,-0.200867,Doner Restaurant
1635,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Belvedere Traditional,51.54595576262151,-0.20263476887780915,Deli / Bodega
1636,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,The Black Lion,51.54364333455076,-0.20002642857759045,Pub
1637,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Small & Beautifull,51.54516649620631,-0.20175954333414564,Italian Restaurant
1638,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Accommodation London,51.54638188481271,-0.2094614042774416,Hostel
1639,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Nando's,51.544487484693505,-0.2009962893820502,Portuguese Restaurant
1640,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Brondesbury London Overground Station,51.54524216162164,-0.20227369290741348,Train Station
1641,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Caffeine,51.54630065165694,-0.2029169419733134,Coffee Shop
1642,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Maygrove Peace Park,51.548088040612306,-0.19922377555042853,Park
1643,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Italian Cafe,51.547187726036526,-0.204165412956446,Café
1644,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Sainsbury's Local,51.54585714964404,-0.202625888338406,Grocery Store
1645,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Brondes Age,51.545410059114054,-0.20205642623870518,Bar
1646,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Nisa,51.5472515050743,-0.2038332134233073,Convenience Store
1647,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Way 2 Save Supermarket,51.5466686125104,-0.20251250958766184,Grocery Store
1648,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Accordians Of London,51.54664127954826,-0.20292038414083655,Music Store
1649,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Minkies Kilburn,51.54701556352388,-0.20459388073344956,Coffee Shop
1650,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Kilburn London Underground Station,51.54696481671908,-0.20395149536749088,Metro Station
1651,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Kilburn Station Bus Stop A,51.54642244961702,-0.2032232677682576,Bus Stop
1652,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Wood Oven Pizza,51.547054742164406,-0.20511361296493813,Pizza Place
1653,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Peri-Peri Original,51.5455762145029,-0.20275285056431672,Fried Chicken Joint
1654,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Ciao Ciao Café & Restaurant,51.545570916856775,-0.202277725690152,Pizza Place
1655,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Bus Stop C (Brondesbury Station),51.5454123182508,-0.20205134243600809,Bus Stop
1656,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Maygrove Superstore,51.5474508149785,-0.20083862452203002,Grocery Store
1657,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Chasing Dragon,51.54450889369607,-0.20177267944899507,Chinese Restaurant
1658,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Mill Lane Bus Stop,51.548899241561074,-0.20808107181487118,Bus Stop
1659,"Kilburn, Camden",51.54686215000001,-0.20423045767056894,Richard van de Wetering Photography,51.5455345,-0.2104036,Photography Studio
1660,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,London St Pancras International Railway Station (STP) (London St Pancras International Railway Station),51.531555718156135,-0.12567217291297575,Train Station
1661,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Granger & Co.,51.53260599028002,-0.12527477492529587,Breakfast Spot
1662,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,M&S Simply Food,51.53096383372583,-0.12559061912042324,Grocery Store
1663,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,German Gymnasium,51.53239240571996,-0.12526657201295754,Modern European Restaurant
1664,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,"Drink, Shop & Do",51.53139687227583,-0.12120275334563403,Café
1665,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,London King's Cross Railway Station (KGX) (London King's Cross Railway Station),51.53151694828984,-0.12398437812961971,Train Station
1666,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,hub London Kings Cross,51.53360326829971,-0.1219880785887515,Hotel
1667,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Hatchards,51.5305907033411,-0.1254707960967826,Bookstore
1668,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Plum + Spilt Milk,51.53086618497842,-0.12421840768781213,Restaurant
1669,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Godiva,51.53130431244331,-0.1258107664202854,Chocolate Shop
1670,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Pizza Union,51.53098437323851,-0.11993333707884483,Pizza Place
1671,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Camino,51.53120468661658,-0.12172348978585604,Tapas Restaurant
1672,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,St. Pancras Renaissance Hotel London,51.5298371,-0.1257652,Hotel
1673,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,YouTube Space London,51.53320920311558,-0.12582778930664062,Film Studio
1674,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Nando's,51.531223218120374,-0.12236862923047237,Portuguese Restaurant
1675,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Booking Office,51.53017744071451,-0.1257676494991838,Hotel Bar
1676,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Great Northern Hotel,51.53107201145561,-0.12462780489352099,Hotel
1677,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Harry Potter Shop at Platform 9¾,51.532116439300374,-0.12417251435706918,Souvenir Shop
1678,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Fortnum & Mason,51.530541276545954,-0.12552455645648344,Gift Shop
1679,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,LOLA's Cupcakes,51.531557963735914,-0.12414130523967849,Cupcake Shop
1680,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Boots,51.52986067727286,-0.12468367553533836,Pharmacy
1681,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Notes,51.53315584767263,-0.12508392107650143,Coffee Shop
1682,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Keystone Crescent,51.53178504171536,-0.12078772894882053,Speakeasy
1683,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Honest Burgers,51.53098635353478,-0.11911519709620189,Burger Joint
1684,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,MEAT Liquor King's X,51.53052656513461,-0.1197322684748533,Burger Joint
1685,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Granary Square,51.53517858597692,-0.12501017807918877,Plaza
1686,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Regent's Canal,51.535137945270606,-0.1237034797668457,Canal
1687,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Piebury Corner,51.53114725346085,-0.12100441033040944,Pie Shop
1688,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Kimchee,51.533538399171505,-0.1255235560226166,Korean Restaurant
1689,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Gilbert Scott,51.52970922842593,-0.12625258415937424,English Restaurant
1690,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Sir John Ritblat Gallery: Treasures of the British Library,51.52966611994934,-0.12754091295813844,Museum
1691,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,House Of Morocco,51.532852,-0.119464,Café
1692,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Aux Pains de Papy,51.52944208682452,-0.12005379273406491,Bakery
1693,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Megaro,51.52983784981709,-0.12377968334411488,Hotel
1694,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Searcys Champagne Bar,51.53108692967715,-0.1257405841549501,Champagne Bar
1695,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Caravan King's Cross,51.5353309005303,-0.12523894153681883,Breakfast Spot
1696,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Sourced Market,51.532026203585126,-0.12609168990974456,Deli / Bodega
1697,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Franco Manca,51.53370832243586,-0.1223333107937863,Pizza Place
1698,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Parcel Yard,51.532275757245124,-0.1241021396147164,Pub
1699,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Ekachai,51.53384,-0.12211762,Asian Restaurant
1700,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,JOE & THE JUICE,51.53164730782769,-0.12659810160118032,Juice Bar
1701,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Fellow,51.531591977602254,-0.12245083445954681,Pub
1702,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Vinoteca,51.5327536634527,-0.12499608967202618,Modern European Restaurant
1703,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,London Canal Museum,51.534241605797696,-0.11998199677501555,History Museum
1704,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Coal Office,51.53503340532336,-0.12635434102956764,Restaurant
1705,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Supawan,51.53200882180088,-0.12063724441136207,Thai Restaurant
1706,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Paolina Thai Cafe,51.530659950963404,-0.11841853214092374,Thai Restaurant
1707,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Word On The Water,51.53549408773067,-0.12343921255953809,Bookstore
1708,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,King Charles I,51.53249304523261,-0.11968492692754133,Pub
1709,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Chambers Club,51.52975110790113,-0.12525534296073076,Hotel Bar
1710,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Gagosian Gallery,51.53012536622044,-0.11806534057711696,Art Gallery
1711,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,King's Cross Square,51.53058275852578,-0.12376978545808995,Plaza
1712,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Vx [vee]{cross},51.532929352933074,-0.11951847745158506,Vegetarian / Vegan Restaurant
1713,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Mildreds,51.5313237619858,-0.11733055114746092,Vegetarian / Vegan Restaurant
1714,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Dishoom,51.536080351111146,-0.12573342388615466,Indian Restaurant
1715,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Pret A Manger,51.53216444979851,-0.12592324930199367,Sandwich Place
1716,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Hurricane Room,51.53052621156955,-0.12082386949349327,Pool Hall
1717,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,KERB KX,51.53524472445567,-0.1252913475036621,Street Food Gathering
1718,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Lighterman,51.53519358117408,-0.1245887991571671,Gastropub
1719,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The House of Illustration,51.5355929234526,-0.1237549727422176,Art Gallery
1720,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Barrafina,51.53583,-0.127251,Tapas Restaurant
1721,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Big Chill Kings Cross,51.530969099795016,-0.1199254432782426,Bar
1722,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Half Cup,51.52783791250915,-0.12495133730118925,Café
1723,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Origin Coffee Roasters,51.529133,-0.12661837,Coffee Shop
1724,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Canopy Market,51.535991671371455,-0.1238322122229598,Market
1725,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Redemption Roasters,51.535864,-0.126236,Coffee Shop
1726,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Premier Inn London St Pancras,51.528683725340635,-0.1270125635626826,Hotel
1727,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,Casa Tua,51.52758036631887,-0.12363460561636953,Italian Restaurant
1728,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,The Lucas Arms,51.528408,-0.11952393,Pub
1729,"King's Cross, Camden",51.532041449999994,-0.12363535285790997,18montrose,51.536048,-0.12589,Boutique
1730,"Regent's Park, Camden",51.5270471,-0.147306058011688,Avenue Gardens,51.527253731012436,-0.14812132810368903,Garden
1731,"Regent's Park, Camden",51.5270471,-0.147306058011688,FUME at Dry Martini,51.52541523828828,-0.14405729176267168,Hookah Bar
1732,"Regent's Park, Camden",51.5270471,-0.147306058011688,Regent's Park Children's Playground,51.52562128838914,-0.14828137626329102,Playground
1733,"Regent's Park, Camden",51.5270471,-0.147306058011688,Rose Gardens,51.52729059884382,-0.15264348638465625,Garden
1734,"Regent's Park, Camden",51.5270471,-0.147306058011688,Queen Mary's Gardens,51.52750021792723,-0.15320031987728944,Garden
1735,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Level,51.52528,-0.143647,Lounge
1736,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Place Restaurant,51.52503580410741,-0.14371544122695923,Buffet
1737,"Regent's Park, Camden",51.5270471,-0.147306058011688,Regent's Park Tennis Courts,51.52564908053392,-0.15364804482498792,Tennis Court
1738,"Regent's Park, Camden",51.5270471,-0.147306058011688,Benugo Espresso Bar,51.52862676031468,-0.14884084622917035,Coffee Shop
1739,"Regent's Park, Camden",51.5270471,-0.147306058011688,Park Square Gardens,51.524184776008966,-0.1472623262919385,Park
1740,"Regent's Park, Camden",51.5270471,-0.147306058011688,Black Sheep Coffee,51.52392484116901,-0.1437004255836,Coffee Shop
1741,"Regent's Park, Camden",51.5270471,-0.147306058011688,New Diorama Theatre,51.524801534139165,-0.14199035117413872,Theater
1742,"Regent's Park, Camden",51.5270471,-0.147306058011688,Café Istanbul Bistro,51.52361884963538,-0.14394250920959895,Turkish Restaurant
1743,"Regent's Park, Camden",51.5270471,-0.147306058011688,Melia White House Hotel,51.524936,-0.143777,Hotel
1744,"Regent's Park, Camden",51.5270471,-0.147306058011688,Dry Martini Cocktail Bar,51.525391959681365,-0.14409126245820095,Cocktail Bar
1745,"Regent's Park, Camden",51.5270471,-0.147306058011688,Frieze Sculpture Park,51.52552516929507,-0.14646538251586616,Art Gallery
1746,"Regent's Park, Camden",51.5270471,-0.147306058011688,Longfords Bar,51.525181057997216,-0.14397714012599225,Bar
1747,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Albany,51.523384961525345,-0.14408980903500312,Pub
1748,"Regent's Park, Camden",51.5270471,-0.147306058011688,Pret A Manger,51.52357662766382,-0.14401988732301138,Sandwich Place
1749,"Regent's Park, Camden",51.5270471,-0.147306058011688,ISH Bar,51.52391848926862,-0.14500551742757503,Bar
1750,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Queen's Head & Artichoke,51.525729848350444,-0.14415760131302535,Pub
1751,"Regent's Park, Camden",51.5270471,-0.147306058011688,St John's Lodge Gardens,51.52922132572949,-0.15154301364030942,Garden
1752,"Regent's Park, Camden",51.5270471,-0.147306058011688,ND Café & Bar,51.52487195099435,-0.14169269302263077,Café
1753,"Regent's Park, Camden",51.5270471,-0.147306058011688,Wasabi,51.52421464883033,-0.141934079368813,Sushi Restaurant
1754,"Regent's Park, Camden",51.5270471,-0.147306058011688,EAT.,51.52409119930274,-0.14219891758779715,Sandwich Place
1755,"Regent's Park, Camden",51.5270471,-0.147306058011688,English Gardens,51.526886,-0.14738235,Park
1756,"Regent's Park, Camden",51.5270471,-0.147306058011688,Regent's Place,51.52459788513634,-0.14150609369536613,Plaza
1757,"Regent's Park, Camden",51.5270471,-0.147306058011688,Virgin Active,51.52562301494339,-0.14119124719532203,Gym / Fitness Center
1758,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Green Man,51.5239303397778,-0.1434232200056611,Pub
1759,"Regent's Park, Camden",51.5270471,-0.147306058011688,Tesco,51.52378444846465,-0.14366620466218147,Grocery Store
1760,"Regent's Park, Camden",51.5270471,-0.147306058011688,Jesshops,51.52845824331177,-0.14327134563447788,Bakery
1761,"Regent's Park, Camden",51.5270471,-0.147306058011688,229 Club,51.52363889518187,-0.14461876675526045,Nightclub
1762,"Regent's Park, Camden",51.5270471,-0.147306058011688,The Regent's Place Health Club,51.525448919987916,-0.14103873243819984,Gym / Fitness Center
